Company Names,Cars Names,Engines,CC/Battery Capacity,Horse Power Final,Total Speed,Performance(0 - 100 )KM/H,Car Prices Final,Fuel Types,Seats,Torque Final
Volkswagen,Beetle Dune,1.4L I4 Turbo,1395,150,200,7.5,30000,Petrol,4,250
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,,158,217,8.4,30000,Petrol,4,200
Peugeot,Expert,Diesel I4,1997,120,180,10,30000,Diesel,3,300
Peugeot,Expert L2H1,Inline-4,1997,120,160,13,30000,Diesel,3,320
Nissan,370Z,V6,3696,332,250,4.7,30000,Petrol,2,366
Mazda,MX-5 Miata,2.0L SkyActiv-G,2000,181,225,6.5,30000,Petrol,2,205
Mazda,Savanna RX-7,1.3L Inline-2 (Wankel),1308,165,230,7.5,30000,Petrol,2,230
Gmc,Terrain,1.5L Turbo 4-cylinder,1500,175,190,9.5,29900,Petrol,5,275
Honda,ACCORD,I4,1498,192,201,7.1,29400,Petrol,5,370
Ford,Transit Connect,Inline-4 Gasoline Engine,2000,162,175,10.5,29365,Petrol,7,200
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700,310,190,6.9,29200,Petrol,5,583
Mitsubishi,Outlander ES,2.5L 4-Cylinder,2500,181,190,9.5,29000,Petrol,7,245
Mazda,CX-5,2.5L SkyActiv-G,2500,187,200,8.8,29000,Petrol,5,252
Kia,SPORTAGE 2024(BASE AWD),I4,2480,187,200,8.3,29000,Petrol,5,250
Bmw,116i EFFICIENTDYNAMICS,I4,1598,109,195,10.9,29000,Petrol,5,200
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591,180,220,7.8,29000,Petrol,5,264
Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,1500,152,180,9.8,29000,Petrol,5,250
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498,,200,8,29000,Hybrid,5,305
Toyota,MR2,I4,1986,168,200,6.9,29000,Petrol,2,400
Chevrolet,Bolt EUV,Single Electric Motor,,200,150,7,28795,Electric,5,360
Chevrolet,Bolt EV 2LT,Single Electric Motor,,200,150,6.7,28795,Electric,5,360
Gmc,Terrain Elevation Edition,1.5L Turbocharged I4 engine,1490,170,200,9.3,28700,Petrol,5,275
Volkswagen,Tiguan,2.0L Turbo I4,1984,190,209,8.5,28505,Petrol/Hybrid,7,300
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997,,180,9.4,28500,Hybrid,5,207
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591,180,220,7.8,28500,Petrol,5,264
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591,175,210,7.5,28500,Petrol,5,264
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500,170,200,8.9,28400,Petrol,5,275
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300,177,200,8.7,28345,Petrol,5,285
Nissan,Urvan,2.5L Turbo Diese,,,140,14,28000,Diesel,15,356
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488,,155,12.5,28000,Diesel,8,356
Nissan,NV200,2.0L Inline-4,1998,,140,14,28000,Petrol,7,188
Volkswagen,Caddy,1.5L Turbo I4,1498,126,185,10.5,28000,Petrol/Diesel,7,250
Nissan,Terrano Regulus,3.3L V6,3275,,175,10,28000,Petrol,5,290
Nissan,Terrano II,2.7L Inline-4 Diesel,2664,,160,12.9,28000,Diesel,5,278
Nissan,ROGUE,I4,2488,201,200,7.5,28000,Petrol,5,270
Kia,SPORTAGE 2024(S TRIM),I4,2480,187,200,8.2,28000,Petrol,5,250
Acura,ILX Technology Plus,Inline-4,2400,201,200,6.6,28000,Petrol,5,180
Volkswagen,Polo GTI,2.0L Turbo I4,1984,204,238,6.7,28000,Petrol,5,320
Volkswagen,Golf TDI,2.0L Diesel I4,1968,167,220,8,28000,Diesel,5,350
Peugeot,308,Inline-4,1598,130,200,8,28000,Petrol,5,230
Peugeot,208 GTI,Inline-4,1598,208,230,6.5,28000,Petrol,5,300
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591,175,210,7.5,28000,Petrol,5,264
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591,201,200,6.5,28000,Petrol,5,264
Bmw,116i,I3,1499,109,200,10.9,28000,Petrol,5,200
Bmw,114D SPORT LINE,I3,1496,95,185,12.2,28000,Diesel,5,270
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395,170,210,8.6,28000,Hybrid,5,250
Peugeot,208 Allure Premium,Inline-4,1199,130,200,9.5,28000,Petrol,5,230
Peugeot,308 Saloon,Inline-4,1199,130,200,9,28000,Petrol,5,230
Ford,Puma,Turbocharged Inline-3,1000,123,191,9.6,28000,Petrol,5,200
Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,,215,210,8.7,28000,Petrol,5,250
Mazda,MPV,3.0L V6,3000,200,185,9.5,27500,Petrol,7,265
Mitsubishi,Grandis,2.4L MIVEC,2400,165,190,11,27500,Petrol,7,217
Mazda,929,3.0L V6,3000,205,220,8,27500,Petrol,5,270
Mazda,Xedos 6,2.5L V6,2500,170,215,8.5,27500,Petrol,5,230
Mazda,Millenia,2.3L Miller Cycle V6,2300,210,215,8.2,27500,Petrol,5,280
Mazda,RX-5,1.6L Inline-2 (Wankel),1588,135,190,8,27500,Petrol,4,210
Mitsubishi,Colt CZC Convertible,1.5L Turbocharged,1500,147,200,9.5,27500,Petrol,4,210
Mazda,Luce Rotary Coupe,1.3L Wankel Rotary Engine,1308,135,175,12,27500,Petrol,4,180
Mazda,Titan (Truck),3.0L Inline-4,3000,130,120,15,27500,Diesel,2,300
Chevrolet,Bolt EV,Single Electric Motor,,200,150,6.5,27495,Electric,5,360
Toyota,RAV4,I4,2494,203,200,8.1,27100,Petrol/Hybrid,5,400
Toyota,CAMRY,V6,3500,301,220,6,27000,Petrol/Hybrid,5,250
Mazda,Tribute,3.0L V6,3000,200,190,9,27000,Petrol,5,270
Kia,SPORTAGE LX,I4,2480,187,200,8,27000,Petrol,5,250
Mitsubishi,ASX Exceed,2.0L MIVEC,2000,148,190,10,27000,Petrol,5,197
Bmw,114D,I3,1496,95,185,12.2,27000,Diesel,5,270
Peugeot,2008 Allure,Inline-4,1199,130,200,9.7,27000,Petrol,5,230
Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,,132,200,8.5,27000,Petrol,5,250
Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,,148,200,8.5,27000,Petrol,5,250
Toyota,TOYOTA 86,BOXER-4,1998,205,226,6.4,27000,Petrol,4,205
Nissan,Cabstar,2.5L Inline-4 Diesel,2488,,145,14.8,27000,Diesel,3,350
Toyota,PRIUS,I4,1798,121,180,10.5,26700,Hybrid,5,142
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500,170,200,8.9,26600,Petrol,5,275
Kia,SPORTAGE 2024(BASE FWD),I4,2480,187,200,8.5,26500,Petrol,5,250
Mitsubishi,ASX Dynamic,2.0L MIVEC,2000,148,190,10,26500,Petrol,5,197
Mazda,Eunos 500,2.0L Inline-4,1998,135,200,9,26500,Petrol,5,170
Mitsubishi,Eclipse Cross,1.5L Turbo,1500,152,180,9.8,26500,Petrol,5,250
Toyota,TACOMA,I4,2694,159,180,9.5,26400,Petrol,5,400
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000,275,240,5.4,26400,Petrol,4,400
Honda,CIVIC HATCHBACK,I4,1498,180,220,6.8,26350,Petrol,5,300
Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,2500,186,210,8.3,26000,Petrol,5,252
Kia,SPORTAGE 2024(BASE MODEL),I4,2480,187,200,8,26000,Petrol,5,250
Bmw,114i,I4,1598,102,195,11.2,26000,Petrol,5,200
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332,,195,8.9,26000,Petrol,5,260
Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,,180,220,8.5,26000,Petrol,5,280
Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,,220,180,,26000,Petrol/Hybrid,5,315
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500,160,210,8.5,25800,Petrol,5,250
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956,168,180,11,25500,Diesel,7,350
Mazda,CX-30,2.5L SkyActiv-G,2500,186,204,8.7,25500,Petrol,5,252
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591,201,200,6.5,25500,Petrol,5,264
Toyota,COROLLA HATCHBACK XSE,"2.0L,INLINE-4",1987,169,190,8.2,25390,Petrol,5,250
Nissan,Mistral,2.7L Turbo Diesel,2663,,160,12.5,25000,Diesel,7,260
Volkswagen,Caddy Maxi,2.0L Diesel I4,1968,136,180,12,25000,Diesel,7,250
Nissan,Evalia,1.5L Inline-4 Diesel,1461,,140,15,25000,Diesel,7,200
Mazda,Sentia,3.0L V6,3000,200,200,9,25000,Petrol,5,265
Hyundai,Sonata,2.5L Inline-4,2500,191,240,8,25000,Petrol/Hybrid,5,250
Mazda,Atenza,2.5L SkyActiv-G,2500,192,210,8.5,25000,Petrol,5,252
Nissan,ALTIMA,I4,2488,188,225,7.3,25000,Petrol,5,380
Nissan,Hardbody Truck,2.4L Inline-4,2389,,160,10.6,25000,Petrol,5,206
Mazda,CX-4,2.0L SkyActiv-G,2000,158,190,9.6,25000,Petrol,5,202
Toyota,CELICA,I4,1986,140,200,8.5,25000,Petrol,5,250
Volkswagen,Passat,2.0L Turbo I4,1984,215,210,7.8,25000,Petrol,5,250
Volkswagen,Golf Country,1.8L I4 Gas,1781,98,165,12,25000,Petrol,5,170
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591,201,200,6.5,25000,Petrol,5,264
Peugeot,Partner Tepee,Inline-4,1560,100,170,12,25000,Diesel,5,260
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500,160,210,8,25000,Petrol,5,250
Toyota,URBAN CRUISER TAISOR,"1.5L,HYBRID",1490,114,170,11,25000,Petrol,5,130
Peugeot,2008,Inline-4,1199,100,190,9,25000,Petrol,5,205
Peugeot,308 Allure,Inline-4,1199,130,205,9.3,25000,Petrol,5,230
Peugeot,2008 GT,Inline-4,1199,130,200,9.3,25000,Petrol,5,230
Nissan,Juke,1.0L Turbocharged Inline-3,999,,180,10.4,25000,Petrol,5,180
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,,122,200,10.2,25000,Petrol,5,250
Volkswagen,ID.2,Electric,,,160,8,25000,Electric,5,220
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,,143,140,9,25000,Electric,5,250
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,,210,220,6.5,25000,Petrol,5,275
Ford,Maverick Hybrid,I4 Hybrid,,191,180,7.8,25000,Hybrid,5,210
Volkswagen,Corrado,2.9L VR6,2861,190,235,6.4,25000,Petrol,4,245
Hyundai,Veloster,2.0L Inline-4,2000,275,220,6,25000,Petrol,4,264
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984,174,205,7,25000,Petrol,4,250
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595,,175,10.2,25000,Petrol,4,135
Nissan,Datsun 510,1.6L Inline-4,1595,,175,10.2,25000,Petrol,4,135
Volkswagen,Karmann Ghia,1.2L I4 Gas,1192,47,138,23,25000,Petrol,2,106
Nissan,Rogue Sport,2.0L Inline-4,1997,,190,9.8,24960,Petrol,5,199
Mitsubishi,ASX (Outlander Sport),2.0L MIVEC,2000,148,190,10,24500,Petrol,5,197
Mitsubishi,i-MiEV (Electric),Electric Motor,,66,130,15,24500,Electric,4,196
Toyota,C-HR,I4,1986,144,200,10.2,24400,Petrol/Hybrid,5,250
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200,137,200,9.2,24100,Petrol,5,220
Mazda,Biante,2.0L Inline-4,2000,150,185,10,24000,Petrol,7,200
Mitsubishi,RVR SE,2.0L MIVEC,2000,148,190,10.5,24000,Petrol,5,197
Mazda,Mazda3,2.0L SkyActiv-G,2000,155,200,8.9,24000,Petrol,5,213
Toyota,COROLLA SEDAN HYBRID,"1.8L,HYBRID",1798,134,180,10,24000,Hybrid,5,300
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598,,200,7.5,24000,Petrol,5,240
Volkswagen,Taigo,1.5L Turbo I4,1498,122,183,10,24000,Petrol,5,200
Volkswagen,Taos,1.5L I4 Turbo,1498,158,193,8.4,24000,Petrol,5,250
Kia,Seltos EX,2.0L 4-Cylinder,1999,146,190,9,23500,Petrol,5,179
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999,147,190,9.5,23500,Petrol,5,179
Peugeot,301,Inline-4,1598,115,185,10,23500,Petrol,5,150
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300,155,200,9.4,23100,Petrol,5,236
Mazda,CX-3,2.0L SkyActiv-G,2000,146,180,9.5,23000,Petrol,5,197
Kia,Seltos LX,2.0L 4-Cylinder,1999,146,190,9.2,23000,Petrol,5,179
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999,147,190,9.5,23000,Petrol,5,179
Nissan,Bluebird Z,2.0L Inline-4,1998,,190,11,23000,Petrol,5,180
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956,168,180,11,23000,Diesel,5,350
Ford,Fiesta ST,1.5L Turbo Inline-3,1500,200,230,6.5,23000,Petrol,5,290
Volkswagen,Golf,1.5L Turbo I4 / Electric,,215,210,8.5,23000,Petrol,5,250
Volkswagen,Up! e-up!,Electric,,83,130,11.9,23000,Electric,4,210
Mitsubishi,Xpander,1.5L MIVEC,1500,105,170,13.5,22500,Petrol,7,141
Mitsubishi,Xpander Cross,1.5L MIVEC,1500,105,170,12,22500,Petrol,7,141
Mazda,Proceed Marvie,2.6L Inline-4,2600,120,160,12,22500,Petrol,5,200
Mazda,B-Series Pickup,2.5L Diesel,2500,143,170,11.5,22500,Diesel,5,330
Mitsubishi,Airtrek,2.4L 4-Cylinder,2400,160,190,11,22500,Petrol,5,214
Mitsubishi,Lancer SE Limited,2.0L MIVEC,2000,148,200,10,22500,Petrol,5,197
Kia,Forte EX Premium,2.0L 4-Cylinder,1999,147,190,9.2,22500,Petrol,5,179
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999,147,190,9.2,22500,Petrol,5,179
Mitsubishi,Grand Lancer,1.8L MIVEC,1800,138,190,11.5,22500,Petrol,5,173
Mazda,Parkway,1.8L Inline-4,1800,115,160,12.5,22500,Petrol,5,155
Toyota,COROLLA,I4,1798,139,180,9.4,22500,Petrol/Hybrid,5,200
Peugeot,Partner,Diesel I4,1560,75,160,12,22500,Diesel,5,200
Mazda,Roadpacer AP,1.3L Rotary,1300,130,170,11.5,22500,Petrol,5,165
Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,,144,180,9,22500,Petrol,5,185
Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,,132,200,10,22500,Petrol,5,176
Mazda,RX-2,1.3L Inline-2 (Wankel),1308,130,185,8.5,22500,Petrol,4,220
Mazda,Bongo Friendee,2.5L Inline-4,2500,115,160,12.5,22000,Petrol/Diesel,7,160
Nissan,Stanza Wagon,2.4L Inline-4,2389,,160,12,22000,Petrol,7,205
Nissan,Laurel,2.8L Inline-6 Diesel,2825,,160,12.5,22000,Diesel,5,184
Hyundai,Elantra GT,1.6L Turbo GDI 4-cylinder,2000,160,200,8.3,22000,Petrol,5,320
Kia,Soul EX,2.0L 4-Cylinder,1999,147,190,9.5,22000,Petrol,5,179
Nissan,Cedric,2.0L Inline-6,1998,,190,10.5,22000,Petrol,5,190
Mazda,Astina,1.8L Inline-4,1800,140,190,8.5,22000,Petrol,5,160
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199,85,190,10.5,22000,Diesel,5,250
Peugeot,208,Inline-4,1199,82,180,10.5,22000,Petrol,5,160
Peugeot,2008 Active,Inline-4,1199,100,190,11.2,22000,Petrol,5,205
Peugeot,208 Sedan,Inline-4,1199,100,190,11.2,22000,Petrol,5,205
Volkswagen,Polo Beats,1.0L I3 Turbo,999,95,187,9.5,22000,Petrol,5,175
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,,129,120,9.4,22000,Electric,5,245
Nissan,NX Coupe,2.0L Inline-4,1998,,200,9,22000,Petrol,4,180
Volkswagen,Jetta,1.5L Turbo I4,1498,189,210,7.7,21995,Petrol,5,250
Mitsubishi,Chariot,2.0L MIVEC,2000,140,185,10.5,21500,Petrol,7,170
Mitsubishi,Space Runner,1.8L MIVEC,1800,140,185,10.5,21500,Petrol,5,170
Mazda,Premacy,2.0L Inline-4,2000,138,190,9.8,21000,Petrol,7,180
Mazda,Familia Astina,1.8L Inline-4,1800,135,200,8.5,21000,Petrol,5,170
Mazda,MX-6,2.5L V6,2500,164,210,8.8,21000,Petrol,4,215
Kia,Soul S,2.0L 4-Cylinder,1999,147,190,9.5,20500,Petrol,5,179
Hyundai,Kona,1.6L PETROL ,1591,147,185,,20500,Petrol/EV,5,400
Honda,CIVIC,I4,1996,158,200,8.5,20400,Petrol,5,400
Mahindra,THAR,"2.0L,4-CYLINDER,INLINE-4(I4)",1997,150,180,10.5,20400,Petrol/Diesel,4,320
Tata Motors,Hexa,2.2L Varicor Diesel,2179,154,180,12,20000,Diesel,7,400
Mazda,Cronos,2.5L V6,2500,160,190,8.5,20000,Petrol,5,210
Nissan,Paladin,2.4L Inline-4,2438,,180,10.6,20000,Petrol,5,217
Mitsubishi,Galant Fortis,2.0L MIVEC,2000,154,200,10,20000,Petrol,5,200
Mazda,626,2.0L Inline-4,2000,140,190,9.5,20000,Petrol,5,180
Nissan,SENTRA,I4,1998,149,200,8.2,20000,Petrol,5,240
Nissan,Primera,2.0L Inline-4,1998,,200,9.6,20000,Petrol,5,190
Nissan,Avenir,2.0L Inline-4,1998,,180,9.8,20000,Petrol,5,186
Nissan,Kicks,1.6L Inline-4,1598,,180,10.7,20000,Petrol,5,154
Peugeot,301 Sedan,Inline-4,1199,82,180,12,20000,Petrol,5,115
Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,,125,200,9.4,20000,Petrol,5,220
Volkswagen,Polo TDI,1.4L I4 Diesel / 1.6L Diesel,,90,190,9.9,20000,Diesel,5,250
Ford,Fiesta,1.0L EcoBoost / 1.5L,,142,200,7,20000,Petrol,5,210
Mazda,Capella Cargo,2.0L Inline-4,2000,115,180,12,20000,Petrol,4,160
Volkswagen,Beetle,2.0L Turbo I4,1984,158,205,7,20000,Petrol,4,240
Nissan,Silvia S13,1.8L Turbo Inline-4,1809,,215,6.8,20000,Petrol,4,230
Mazda,MX-3,1.6L Inline-4,1598,130,190,8.5,20000,Petrol,4,140
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199,61,165,14.5,20000,Diesel,4,140
Volkswagen,Up! GTI,1.0L Turbo I3,999,115,196,8.8,20000,Petrol,4,200
Nissan,Figaro,1.0L Turbo Inline-4,987,,170,12.8,20000,Petrol,4,103
Mazda,Bongo Van,2.0L Inline-4,2000,100,160,14,20000,Petrol/Diesel,3,140
Mazda,Rotary Pickup,1.3L Wankel Rotary Engine,1308,130,150,14.5,20000,Petrol,2,160
Hyundai,Elantra,2.0L Inline-4,2000,147,210,8.3,19950,Petrol/Hybrid,5,250
Tata Motors,Aria,2.2L Dicor Diesel,2179,138,162,13,19000,Diesel,7,320
Kia,Forte LXS,2.0L 4-Cylinder,1999,147,190,9.2,19000,Petrol,5,179
Nissan,Pulsar,1.2L Turbocharged Inline-4,1197,,190,10.7,19000,Petrol,5,190
Hyundai,Tiburon,2.0L Inline-4,2000,160,200,8.2,19000,Petrol,4,320
Mazda,T2000,2.0L Inline-4,2000,110,170,12.5,19000,Petrol,2,160
Mitsubishi,Minicab MiEV,Electric Motor,,64,100,,19000,Electric,2,196
Nissan,Hardbody SUV,2.5L Inline-4,2498,,175,11,18500,Petrol,5,225
Kia,Forte FE,2.0L 4-Cylinder,1999,147,190,9.2,18500,Petrol,5,179
Nissan,Bluebird Sylphy,2.0L Inline-4,1997,,185,10.5,18500,Petrol,5,191
Nissan,Stanza,1.8L Inline-4,1796,,175,11,18500,Petrol,5,170
Mitsubishi,Lancer GLX,1.6L MIVEC,1600,115,190,11.5,18500,Petrol,5,154
Mazda,Mazda2,1.5L 4-Cylinder,1500,108,180,10.2,18500,Petrol,5,142
Mahindra,XUV500,"2.2L,4-CYLINDER,INLINE-4(I4)",2179,155,180,10.5,18400,Diesel,7,400
Hyundai,ELANTRA,"2.0L,4-CYLINDER,INLINE-4(I4)",1999,147,200,9.5,18400,Petrol/Hybrid,5,250
Toyota,YARIS,I4,1496,106,180,11.2,18400,Petrol,5,150
Nissan,Prairie,2.0L Inline-4,1998,,175,11,18000,Petrol,5,170
Nissan,Sylphy,1.8L Inline-4,1798,,190,9.6,18000,Petrol,5,174
Nissan,Wingroad,1.8L Inline-4,1798,,175,10.8,18000,Petrol,5,168
Nissan,Violet,1.8L Inline-4,1770,,155,13.8,18000,Petrol,5,130
Hyundai,Venue,1.6L Inline-4,1600,121,180,9.5,18000,Petrol,5,240
Hyundai,Ioniq,1.6L Inline-4,1600,139,160,8.5,18000,Hybrid/Electric,5,295
Volkswagen,Vento,1.6L I4 Gas / Diesel,1598,108,186,11.7,18000,Petrol,5,153
Nissan,Sunny California,1.6L Inline-4,1597,,170,11,18000,Petrol,5,140
Kia,Rio 5-Door,1.6L 4-Cylinder,1591,120,180,10.3,18000,Petrol,5,151
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591,120,180,10.3,18000,Petrol,5,151
Mitsubishi,Mirage G4,1.2L MIVEC,1200,78,170,12,18000,Petrol,5,100
Volkswagen,Polo,1.0L Turbo I3 / 1.6L Diesel,,140,190,9.5,18000,Petrol,5,175
Nissan,100NX,1.6L Inline-4,1597,,185,9.6,18000,Petrol,4,135
Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999,98,160,12.4,18000,Petrol,4,95
Toyota,AYGO X,"1.0L,INLINE-3",998,71,160,14.8,18000,Petrol,4,93
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400,98,180,11,17595,Petrol,5,127
Nissan,Presea,1.8L Inline-4,1838,,170,11.5,17500,Petrol,5,161
Mazda,Luce,1.8L Rotary,1800,135,180,10.5,17500,Petrol,5,170
Kia,Rio S,1.6L 4-Cylinder,1591,120,180,10.3,17500,Petrol,5,151
Mitsubishi,Colt,1.1L / 1.5L MIVEC,,112,180,,17500,Petrol,5,140
Mazda,RX-3,1.2L Rotary,1200,110,180,8.9,17500,Petrol,4,145
Kia,Rio,1.6L 4-Cylinder,1591,120,180,10.3,17000,Petrol,5,151
Mitsubishi,Mirage,1.2L MIVEC,1200,78,170,12,17000,Petrol,5,100
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400,138,190,8.5,16720,Petrol,5,200
Nissan,Versa,1.6L Inline-4,1598,,180,10.4,16700,Petrol,5,154
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179,118,140,15,16500,Diesel,7,250
Mitsubishi,Dion,2.0L 4-Cylinder,2000,135,180,11.5,16500,Petrol,7,181
Mazda,Protegé,1.8L Inline-4,1800,125,185,9,16500,Petrol,5,170
Mazda,AZ-Offroad,1.3L Inline-4,1298,85,145,12,16500,Petrol,5,130
Mazda,Bongo Truck,2.0L Inline-4,1998,120,130,15,16500,Petrol,2,150
Mazda,Eunos Roadster,1.6L Inline-4,1590,116,180,9.5,16500,Petrol,2,140
Mazda,T1500,1.5L Inline-4,1500,75,120,18,16500,Petrol,2,105
Mahindra,SCORPIO,"2.2L,4-CYLINDER,INLINE-4(I4)",2179,140,160,11.2,16400,Diesel,7,280
Mazda,323F,1.6L Inline-4,1600,105,180,10.5,16000,Petrol,5,145
Mazda,Capella,1.6L Inline-4,1600,110,175,11.2,16000,Petrol,5,145
Mazda,818,1.6L Inline-4,1600,100,170,12.5,16000,Petrol,5,130
Mazda,Verisa,1.5L Inline-4,1500,113,170,11,16000,Petrol,5,140
Nissan,AD Wagon,1.5L Inline-4,1498,,165,12.3,16000,Petrol,5,150
Mitsubishi,Space Star,1.2L MIVEC,1200,78,170,12,16000,Petrol,5,100
Mitsubishi,Attrage,1.2L MIVEC,1200,78,170,12.5,16000,Petrol,5,100
Mitsubishi,Mirage ES,1.2L MIVEC,1200,78,170,12.5,16000,Petrol,5,100
Nissan,Note,1.2L Inline-3 Hybrid,1198,,170,11.5,16000,Hybrid,5,150
Mazda,Demio,1.5L SkyActiv-G,1500,108,180,10.2,15500,Petrol,5,142
Nissan,Terrano,1.5L Inline-4 Diesel,1461,,168,13.5,15500,Diesel,5,248
Nissan,Micra,1.0L Turbocharged Inline-3,999,,175,10.8,15500,Petrol,5,160
Honda,CITY,I4,1497,119,180,10.2,15400,Petrol/Hybrid,5,145
Hyundai,I20,"1.4L,4-CYLINDER,INLINE-4(I4)",1396,99,180,10.5,15400,Petrol/Hybrid,5,250
Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956,85,125,17.6,15000,Diesel,7,250
Nissan,Almera Tino,1.8L Inline-4,1769,,180,12.5,15000,Petrol,5,160
Hyundai,Accent,1.6L Inline-4,1600,120,180,9.8,15000,Petrol,5,151
Nissan,Sunny,1.6L Inline-4,1598,,180,11,15000,Petrol,5,156
Mazda,Etude,1.6L Inline-4,1598,105,170,10,15000,Petrol,5,135
Volkswagen,Santana,1.5L I4 Gas,1498,110,190,12.9,15000,Petrol,5,145
Volkswagen,Up!,Electric,,82,160,13,15000,Petrol,4,95
Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,,68,170,14.3,15000,Petrol,4,120
Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,657,63,140,11,15000,Petrol,2,85
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400,98,180,10.7,14595,Petrol,5,127
Nissan,Cube,1.8L Inline-4,1798,,175,10.6,14500,Petrol,5,171
Nissan,Tiida,1.6L Inline-4,1598,,190,10.1,14500,Petrol,5,154
Mazda,Persona,1.5L Inline-4,1497,92,160,13.5,14500,Petrol,5,130
Nissan,Almera,1.0L Turbocharged Inline-3,999,,185,10.7,14500,Petrol,5,160
Tata Motors,Tigor EV,Permanent Magnet Synchronous,,74,120,5.7,14500,Electric,5,114
Maruti Suzuki,BREZZA,"1.5L,4-CYLINDER,INLINE(I4)",1462,103,180,11.5,14400,Petrol,5,200
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400,98,180,10.9,14395,Petrol,5,127
Nissan,Terrano XL,1.6L Inline-4,1598,,165,12.5,14000,Petrol,5,145
Mazda,Familia Sedan,1.5L Inline-4,1500,100,175,11,14000,Petrol,5,135
Nissan,Cherry,1.4L Inline-4,1397,,145,14,14000,Petrol,5,110
Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,,95,170,10.8,14000,Petrol,5,132
Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,,,180,10,14000,Petrol/Diesel,5,215
Mazda,1500,1.5L Inline-4,1500,85,145,14,13500,Petrol,5,120
Mazda,121,1.3L Inline-4,1300,70,155,13,13500,Petrol,5,110
Ford,KA+,1.2L Petrol,1200,78,165,10.5,13500,Petrol,5,120
Mitsubishi,i (Kei Car),0.7L 3-Cylinder,660,64,130,15.5,13500,Petrol,4,94
Mitsubishi,eK X,0.7L 3-Cylinder,660,64,140,13.5,13500,Petrol,4,94
Mazda,Porter,1.5L Inline-4,1497,95,130,14,13500,Petrol,2,130
Nissan,Latio,1.5L Inline-4,1498,,175,11.5,13000,Petrol,5,139
